PRDCT_NM,IFTKN_ATNT_MATR_CN,PRIMARY_FNCLTY,DAY_INTK_LOWLIMIT,DAY_INTK_HIGHLIMIT,INTK_UNIT,INTK_MEMO,SKLL_IX_IRDNT_RAWMTRL,CRET_DTM,LAST_UPDT_DTM
BT-11원지추출분말(제2009-12호),"-과다섭취 시 구토, 설사, 메스꺼움 등의 위장관 장애가 나타날 수 있으며 위장장애가 있는 분은 섭취에 주의 
-임산부, 수유 여성, 어린이는 섭취에 주의",성인의 기억력 개선에 도움을 줄 수 있음(생리활성기능 2등급),300,300,mg,,TMCA(Trimethoxy cinnamic acid),20191226,20211027
L-글루타민(제2008-7호),"①Methotrexate, anticonvulsants, lactulose의 효     과를 경감시킬 우려가 있음②MSG에 민감한 사람은 섭취를 주의해야 함③신장 및 간질환이 있는 환자는 섭취를 주의해야 함④임산부, 수유부는 의사의 처방 없이는 섭취를삼가야 함",과도한 운동 후 신체저항능력 향상에 도움,3000,5000,mg,,L-글루타민(기능성원료인정제2008-7호),20191226,20191226
칸탈로프멜론추출물(제2008-9호),밀 단백질에 알레르기를 나타내는 사람은 섭취에 주의,"-산화스트레스로부터 인체를 보호하는데 도움을 줄 수 있습니다.
-혈관벽 두께(내중막 두께 : IMT) 증가 억제를 통한 혈행개선에 도움을 줄 수 있음
-자외선에 의한 피부홍반개선으로 피부건강에 도움을 줄 수 있음",500,1000,IU,,SOD 활성,20191226,20201029
소나무껍질추출물등복합물(제2008-14호),"-임산부, 수유부 및 어린이는 섭취를 피해야 함
-‘달맞이꽃종자유’에 과민증이 있는 사람을 섭취를 삼가야 함
-과량 섭취 시 위장장애 등의 부작용이 있을 수 있음
-기타 질병을 보유하고 있는 사람 및 수술 전후 환자는 섭취를 삼가야 하며 섭취 시 의사와 상담해야 함",햇볕 또는 자외선에 의한 피부손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음(기타기능II),1130,1130,mg,,"프로시아니딘, 비타민C, 비타민E, 감마리놀렌산",20191226,20201029
가쯔오부시올리고펩타이드(제2006-13호),"① 임산부, 수유부는 섭취를 삼가시기 바랍니다.② 어린이, 노인, 신부전이 있는 사람, 혈압약을 복용하시는 분이 섭취 시에는 의사와 상담하셔야 합니다.",혈압이 걱정되시는 분에게 도움을 줄 수 있습니다.(기타기능II),1.5,1.5,g,,가쯔오부시올리고펩타이드(기능성원료인정제2006-13호),20191226,20191226
가쯔오부시올리고펩타이드(제2006-16호),"① 임산부, 수유부는 섭취를 삼가시기 바랍니다.② 어린이, 노인, 신부전이 있는 사람, 혈압약을 복용하시는 분이 섭취 시에는 의사와 상담하셔야 합니다.",혈압이 걱정되시는 분에게 도움을 줄 수 있습니다.(기타기능II),1.5,1.5,g,,가쯔오부시올리고펩타이드(기능성원료인정제2006-16호),20191226,20191226
전칠삼추출물 등 복합물(제2010-47호),,관절건강에 도움을 줄 수 있음 (기타기능II),800,800,mg,,"진세노사이드 Rb1(Ginsenoside Rb1), 스타키오스(Stachyose), 엘레우테로사이드 E(Eleutheroside E)",20191226,20201029
L-카르니틴 타르트레이트(제2010-50호),,체지방 감소에 도움을 줄 수 있음 (기타기능 Ⅱ),2,2,g,,L-카르니틴(L-carnitine),20191226,20201029
녹차추출물/테아닌 복합물(제2010-51호),"(1) 어린이, 임산부 및 수유부는 섭취를 피할 것 (2) 수술 전후와 질환이 있거나 의약품 복용시 전문가와 상담할 것 (3) 과량 섭취 시 위장장애, 어지러움 등의 증상이 나타날 수 있음 (4) 카페인에 민감한 사람(초조감, 불면 등)의 경우 섭취에 주의할 것 (5) 카페인을 함유한 식품의 섭취에 주의할 것 (6)식사 후 섭취할 것 (7) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",성인의 기억력 개선에 도움을 줄 수 있으나 인체에서의 확인이 필요함(기타기능III),1680,1680,mg,건강기능식품 기능성 원료 인정서 자진반납에 따른 인정사항 취소,"카테킨, L-테아닌",20191226,20211119
서목태(쥐눈이콩)펩타이드(제2010-53호),,"- 혈당 조절에 도움을 줄 수 있음 (생리활성기능 2등급)
- 혈압이 높은 사람에게 도움을 줄 수 있음 (생리활성기능 2등급)
- 체지방 감소에 도움을 줄 수 있음 (생리활성기능 2등급)",4.5,4.5,g,,"아르기닌(Arginine), 로이신(Leucine)",20191226,20201029
허니부쉬추출발효분말(제2017-3호),"-어린이, 임산부, 수유부는 섭취에 주의
-유당불내증이 있는 사람은 섭취에 주의","(국문) 자외선에 의한 피부손상으로부터 피부 건강 유지에 도움을 줄 수 있음
(영문) May help to maintain skin health from skin damage by UV radiation",400,800,mg/일,,헤스페리딘(Hesperidin),20191226,20201029
Lactobacillus gasseri BNR17(제2017-6호),산성도가 낮은 음료나 뜨거운 물과 함께 복용하는 것을 피하는 것이 좋음,"(국문) 체지방 감소에 도움을 줄 수 있음(생리활성기능)
(영문) May help to reduce body fat",10000000000,10000000000,CFU,,Lactobacillus gasseri BNR17,20191226,20201029
루테인지아잔틴복합추출물(제2018-4호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 흡연자는 섭취 시 전문가와 상담할 것
(3) 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
(4) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) ① 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
② 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
(영문) ① May help the eye health by maintaining the density of macular pigments which can be decreased by aging
② May help to maintain eyes healthy by relieving dryness",10,20,mg/일,,"루테인(Lutein), 총지아잔틴(Total Zeaxanthin)",20191226,20260730
아프리카망고 종자추출물(IGOB131)(제2015-14호),임산부 및 수유 여성은 섭취에 주의,"(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat",300,300,mg,,Ellagic acid,20191226,20201029
유단백추출물(제2015-16호),우유 알레르기를 나타내는 사람은 섭취 시 주의,"(국문) 뼈 건강에 도움을 줄 수 있음
(영문) May help to maintain healthy bone",40,40,mg,,락토페린(Lactoferrin),20191226,20201029
천마 등 복합추출물(HX106)(제2015-17호),임산부와 수유부는 섭취에 주의,(국문) 기억력 개선에 도움을 줄 수 있음 (영문) May help to improve memory,1.2,1.2,g,,"Gastrodin , Salvianolic acid B,  Ellagic acid, Spicatoside A",20191226,20211021
밀배유추출물(제2015-18호),"-임신, 수유부는 섭취를 권하지 않음
-밀 알레르기를 나타내는 사람은 섭취에 주의","(국문) 피부 보습에 도움을 줄 수 있음
(영문) May help to maintain skin moisturizing",30,30,mg,,Glucosylceramide,20191226,20201029
L-아르기닌(제2015-19호),"(1) 임산부 및 수유부는 섭취에 주의 
(2) 저단백질 식사를 하고 있을 경우 또는 천식, 심장계 질환이 있을 경우 의사와 상의하여 섭취할 것을 권장","(국문) · 혈관이완을 통해 혈행 개선에 도움을 줄 수 있음
· 피로 개선에 도움을 줄 수 있음
(영문) · May help to improve blood flow by vaso-relaxative action
· May help to reduce fatigue",6,6,g/일,,L-아르기닌,20191226,20260730
프로바이오틱스 HY7714(제2015-1호),"(1)영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2)특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (3)이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 피부 보습에 도움을 줄 수 있음, 자외선에 의한 피부손상으로부터 피부 건강 유지에 도움을 줄 수 있음 (영문) May help to moisturize (dry) skin, May help to maintain skin health from skin damage by UV",10000000000,10000000000,CFU,"제2015-1호(2015.01.05.)·제2015-2호(2015.01.05.)를 건강기능식품 기능성원료 인정서 제2015-1호(2015.01.05.)로 통합, 제2015-2호(2015.01.05.) 반납",프로바이오틱스수,20191226,20220120
아마인(제2009-72호),"-혈액응고와 관련된 질병이 있거나 혈액응고저해제를 섭취하는 경우는 반드시 의사나 약사와 상담 후에 섭취하여야 합니다
-아마인의 섭취는 다른 약물의 흡수를 방해할 수 있으므로 약제를 섭취하는 경우에는 의사나 약사와 상담 후 섭취하여야 합니다",콜레스테롤 감소에 도움을 줄 수 있음(기타기능 Ⅱ),50,50,g,,"총식이섬유, Secoisolariciresinol diglycoside,
리놀렌산",20191226,20201029
풋사과추출물 애플페논(Applephenon)(제2020-9호),"-영·유아, 어린이, 임산부 및 수유부는 섭취에 주의
-특정 질환(알레르기 체질 등)이 있는 분은 섭취에 주의
-이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat",600,600,mg,풋사과추출물 애플페논(Applephenon)(제2020-9호),총 폴리페놀,20200715,20200715
강황 추출물(터마신)(제2014-2호),"- 영·유아, 임산부, 수유부는 섭취에 주의
- 강황 알레르기 체질이거나 특정질환(담낭질환 등)이 있는 분은 섭취에 주의
- 제안된 섭취량 이상 섭취 시 소화불량, 위장장애, 메스꺼움, 위산역류 등이 있을 수 있음",관절건강에 도움을 줄 수 있음(생리활성기능 2등급),1,1,g/일,,ρ-Coumaric acid,20201029,20210205
미숙여주주정추출분말(제2020-14호),"-영·유아, 어린이, 임산부 및 수유부는 섭취에 주의
-특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의
-이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 식후 혈당상승 억제에 도움을 줄 수 있음
(영문) May help to suppress the rise in blood glucose after eating",2.4,2.4,g,제2020-14호,γ-aminobutyric acid,20210923,20210923
갈락토올리고당 분말(네오고스-P70)(제2021-8호),"-과다섭취 시 복부팽만을 일으켜 소화장애 또는 설사를 유발할 수 있음
-영·유아, 어린이, 임산부 및 수유부는 섭취에 주의
-특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의
-이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 자외선에 의한 피부손상으로부터 피부건강에 도움을 줄 수 있음
(영문) May help to maintain skin health from skin damage by UV",2,2,g,제2021-8호,갈락토올리고당 (Galacto-oligosaccharides),20211012,20211015
쑥부쟁이추출분말(제2021-13호),"-영·유아, 어린이, 임산부 및 수유부는 섭취에 주의
-국화과에 알레르기를 나타내는 사람은 섭취에 주의
-이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(국문) 면역과민반응에 의한 코 상태 개선에 도움을 줄 수 있음 (영문) May help to improve nasal condition caused by hypersensitivity reaction,2,2,g,제2021-13호,루틴(Rutin),20211020,20211117
참깨박추출물(제2021-14호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(국문) 기억력 개선에 도움을 줄 수 있음 (영문) May help to improve memory,1.5,1.5,g,제2021-14호,세사미놀,20220121,20220121
저분자콜라겐펩타이드GT(제2022-6호),"(1) 영‧유아, 어린이, 임산부 및 수유부는 섭취에 주의할 것 (2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(국문) 피부 보습에 도움을 줄 수 있음 (영문) May help to moisturize (dry) skin,2,2,g,제2022-6호,Val-Gly-Pro-Hyp-Gly-Pro-Ala-Gly,20220209,20220210
병풀추출분말(제2021-24호),"(1) 영·유아, 어린이, 청소년, 임산부 및 수유부, 임신을 계획하고 있는 자는 섭취하지 말 것 (2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 (4) 의약품(중추신경억제제 등)을 복용하시는 분은 섭취 전 전문의와 상담할 것",(국문) 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음 (영문) May support eye health by maintaining the density of macular pigments which can be affected by aging,300,300,mg,,아시아티코사이드(Asiaticoside),20220616,20220616
증숙생강추출분말(GGE03)(제2022-24호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 혈액응고 관련 의약품을 복용하거나 질병이 있는 경우 섭취 전 전문가와 상담할 것","(국문) 위 점막을 보호하여 위 건강에 도움을 줄 수 있음
(영문) May help to maintain healthy stomach by protecting gastric mucosa",480,480,mg/일,제2022-24호,1-디하이드로-6-진저다이온(1-Dehydro-6-gingerdione),20220816,20220816
댕댕이나무열매(허니베리)추출분말(제2019-19호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) ① 비알콜성 간 손상으로부터 간 건강에 도움을 줄 수 있음
         ② 체지방 감소에 도움을 줄 수 있음
(영문) ① May help to liver health by non-alcoholic liver injury
         ② May help to reduce body fat",1960,1960,mg/일,,Cyanidin-3-glucoside,20220926,20220926
청호추출분말(리베라템)(제2021-20호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 삼가
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 간 건강에 도움을 줄 수 있음
(영문) May help to protect liver",686,686,mg/일,제2021-20호,Scopoletin,20221109,20221109
홍삼오일(KGC11o)(제2022-33호),"(1) 성인 남성만 섭취할 것
(2) 심혈관계 질환이 있거나 의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의할 것
(3) 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
(4) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 전립선 건강의 유지에 도움을 줄 수 있음
(영문) May help to maintain healthy prostate",1000,1000,mg/일,,"베타-시토스테롤(β-sitosterol), 리놀레산(Linoleic acid), 펜타데카노산(Pentadecanoic acid)",20221208,20221208
